[Imports]
nth vaddr      bind type lib          name
――――――――――――――――――――――――――――――――――――――――――
1   0x004c22f4 NONE FUNC kernel32.dll GetACP
2   0x004c22f8 NONE FUNC kernel32.dll GetExitCodeProcess
3   0x004c22fc NONE FUNC kernel32.dll LocalFree
4   0x004c2300 NONE FUNC kernel32.dll CloseHandle
5   0x004c2304 NONE FUNC kernel32.dll SizeofResource
6   0x004c2308 NONE FUNC kernel32.dll VirtualProtect
7   0x004c230c NONE FUNC kernel32.dll VirtualFree
8   0x004c2310 NONE FUNC kernel32.dll GetFullPathNameW
9   0x004c2314 NONE FUNC kernel32.dll ExitProcess
10  0x004c2318 NONE FUNC kernel32.dll HeapAlloc
11  0x004c231c NONE FUNC kernel32.dll GetCPInfoExW
12  0x004c2320 NONE FUNC kernel32.dll RtlUnwind
13  0x004c2324 NONE FUNC kernel32.dll GetCPInfo
14  0x004c2328 NONE FUNC kernel32.dll GetStdHandle
15  0x004c232c NONE FUNC kernel32.dll GetModuleHandleW
16  0x004c2330 NONE FUNC kernel32.dll FreeLibrary
17  0x004c2334 NONE FUNC kernel32.dll HeapDestroy
18  0x004c2338 NONE FUNC kernel32.dll ReadFile
19  0x004c233c NONE FUNC kernel32.dll CreateProcessW
20  0x004c2340 NONE FUNC kernel32.dll GetLastError
21  0x004c2344 NONE FUNC kernel32.dll GetModuleFileNameW
22  0x004c2348 NONE FUNC kernel32.dll SetLastError
23  0x004c234c NONE FUNC kernel32.dll FindResourceW
24  0x004c2350 NONE FUNC kernel32.dll CreateThread
25  0x004c2354 NONE FUNC kernel32.dll CompareStringW
26  0x004c2358 NONE FUNC kernel32.dll LoadLibraryA
27  0x004c235c NONE FUNC kernel32.dll ResetEvent
28  0x004c2360 NONE FUNC kernel32.dll GetVersion
29  0x004c2364 NONE FUNC kernel32.dll RaiseException
30  0x004c2368 NONE FUNC kernel32.dll FormatMessageW
31  0x004c236c NONE FUNC kernel32.dll SwitchToThread
32  0x004c2370 NONE FUNC kernel32.dll GetExitCodeThread
33  0x004c2374 NONE FUNC kernel32.dll GetCurrentThread
34  0x004c2378 NONE FUNC kernel32.dll LoadLibraryExW
35  0x004c237c NONE FUNC kernel32.dll LockResource
36  0x004c2380 NONE FUNC kernel32.dll GetCurrentThreadId
37  0x004c2384 NONE FUNC kernel32.dll UnhandledExceptionFilter
38  0x004c2388 NONE FUNC kernel32.dll VirtualQuery
39  0x004c238c NONE FUNC kernel32.dll VirtualQueryEx
40  0x004c2390 NONE FUNC kernel32.dll Sleep
41  0x004c2394 NONE FUNC kernel32.dll EnterCriticalSection
42  0x004c2398 NONE FUNC kernel32.dll SetFilePointer
43  0x004c239c NONE FUNC kernel32.dll LoadResource
44  0x004c23a0 NONE FUNC kernel32.dll SuspendThread
45  0x004c23a4 NONE FUNC kernel32.dll GetTickCount
46  0x004c23a8 NONE FUNC kernel32.dll GetFileSize
47  0x004c23ac NONE FUNC kernel32.dll GetStartupInfoW
48  0x004c23b0 NONE FUNC kernel32.dll GetFileAttributesW
49  0x004c23b4 NONE FUNC kernel32.dll InitializeCriticalSection
50  0x004c23b8 NONE FUNC kernel32.dll GetSystemWindowsDirectoryW
51  0x004c23bc NONE FUNC kernel32.dll GetThreadPriority
52  0x004c23c0 NONE FUNC kernel32.dll SetThreadPriority
53  0x004c23c4 NONE FUNC kernel32.dll GetCurrentProcess
54  0x004c23c8 NONE FUNC kernel32.dll VirtualAlloc
55  0x004c23cc NONE FUNC kernel32.dll GetSystemInfo
56  0x004c23d0 NONE FUNC kernel32.dll GetCommandLineW
57  0x004c23d4 NONE FUNC kernel32.dll LeaveCriticalSection
58  0x004c23d8 NONE FUNC kernel32.dll GetProcAddress
59  0x004c23dc NONE FUNC kernel32.dll ResumeThread
60  0x004c23e0 NONE FUNC kernel32.dll GetVersionExW
61  0x004c23e4 NONE FUNC kernel32.dll VerifyVersionInfoW
62  0x004c23e8 NONE FUNC kernel32.dll HeapCreate
63  0x004c23ec NONE FUNC kernel32.dll GetWindowsDirectoryW
64  0x004c23f0 NONE FUNC kernel32.dll VerSetConditionMask
65  0x004c23f4 NONE FUNC kernel32.dll GetDiskFreeSpaceW
66  0x004c23f8 NONE FUNC kernel32.dll FindFirstFileW
67  0x004c23fc NONE FUNC kernel32.dll GetUserDefaultUILanguage
68  0x004c2400 NONE FUNC kernel32.dll lstrlenW
69  0x004c2404 NONE FUNC kernel32.dll QueryPerformanceCounter
70  0x004c2408 NONE FUNC kernel32.dll SetEndOfFile
71  0x004c240c NONE FUNC kernel32.dll HeapFree
72  0x004c2410 NONE FUNC kernel32.dll WideCharToMultiByte
73  0x004c2414 NONE FUNC kernel32.dll FindClose
74  0x004c2418 NONE FUNC kernel32.dll MultiByteToWideChar
75  0x004c241c NONE FUNC kernel32.dll LoadLibraryW
76  0x004c2420 NONE FUNC kernel32.dll SetEvent
77  0x004c2424 NONE FUNC kernel32.dll CreateFileW
78  0x004c2428 NONE FUNC kernel32.dll GetLocaleInfoW
79  0x004c242c NONE FUNC kernel32.dll GetSystemDirectoryW
80  0x004c2430 NONE FUNC kernel32.dll DeleteFileW
81  0x004c2434 NONE FUNC kernel32.dll GetLocalTime
82  0x004c2438 NONE FUNC kernel32.dll GetEnvironmentVariableW
83  0x004c243c NONE FUNC kernel32.dll WaitForSingleObject
84  0x004c2440 NONE FUNC kernel32.dll WriteFile
85  0x004c2444 NONE FUNC kernel32.dll ExitThread
86  0x004c2448 NONE FUNC kernel32.dll DeleteCriticalSection
87  0x004c244c NONE FUNC kernel32.dll TlsGetValue
88  0x004c2450 NONE FUNC kernel32.dll GetDateFormatW
89  0x004c2454 NONE FUNC kernel32.dll SetErrorMode
90  0x004c2458 NONE FUNC kernel32.dll IsValidLocale
91  0x004c245c NONE FUNC kernel32.dll TlsSetValue
92  0x004c2460 NONE FUNC kernel32.dll CreateDirectoryW
93  0x004c2464 NONE FUNC kernel32.dll GetSystemDefaultUILanguage
94  0x004c2468 NONE FUNC kernel32.dll EnumCalendarInfoW
95  0x004c246c NONE FUNC kernel32.dll LocalAlloc
96  0x004c2470 NONE FUNC kernel32.dll GetUserDefaultLangID
97  0x004c2474 NONE FUNC kernel32.dll RemoveDirectoryW
98  0x004c2478 NONE FUNC kernel32.dll CreateEventW
99  0x004c247c NONE FUNC kernel32.dll SetThreadLocale
100 0x004c2480 NONE FUNC kernel32.dll GetThreadLocale
1   0x004c2488 NONE FUNC comctl32.dll InitCommonControls
1   0x004c2490 NONE FUNC version.dll  GetFileVersionInfoSizeW
2   0x004c2494 NONE FUNC version.dll  VerQueryValueW
3   0x004c2498 NONE FUNC version.dll  GetFileVersionInfoW
1   0x004c24a0 NONE FUNC user32.dll   CreateWindowExW
2   0x004c24a4 NONE FUNC user32.dll   TranslateMessage
3   0x004c24a8 NONE FUNC user32.dll   CharLowerBuffW
4   0x004c24ac NONE FUNC user32.dll   CallWindowProcW
5   0x004c24b0 NONE FUNC user32.dll   CharUpperW
6   0x004c24b4 NONE FUNC user32.dll   PeekMessageW
7   0x004c24b8 NONE FUNC user32.dll   GetSystemMetrics
8   0x004c24bc NONE FUNC user32.dll   SetWindowLongW
9   0x004c24c0 NONE FUNC user32.dll   MessageBoxW
10  0x004c24c4 NONE FUNC user32.dll   DestroyWindow
11  0x004c24c8 NONE FUNC user32.dll   CharUpperBuffW
12  0x004c24cc NONE FUNC user32.dll   CharNextW
13  0x004c24d0 NONE FUNC user32.dll   MsgWaitForMultipleObjects
14  0x004c24d4 NONE FUNC user32.dll   LoadStringW
15  0x004c24d8 NONE FUNC user32.dll   ExitWindowsEx
16  0x004c24dc NONE FUNC user32.dll   DispatchMessageW
1   0x004c24e4 NONE FUNC oleaut32.dll SysAllocStringLen
2   0x004c24e8 NONE FUNC oleaut32.dll SafeArrayPtrOfIndex
3   0x004c24ec NONE FUNC oleaut32.dll VariantCopy
4   0x004c24f0 NONE FUNC oleaut32.dll SafeArrayGetLBound
5   0x004c24f4 NONE FUNC oleaut32.dll SafeArrayGetUBound
6   0x004c24f8 NONE FUNC oleaut32.dll VariantInit
7   0x004c24fc NONE FUNC oleaut32.dll VariantClear
8   0x004c2500 NONE FUNC oleaut32.dll SysFreeString
9   0x004c2504 NONE FUNC oleaut32.dll SysReAllocStringLen
10  0x004c2508 NONE FUNC oleaut32.dll VariantChangeType
11  0x004c250c NONE FUNC oleaut32.dll SafeArrayCreate
1   0x004c2514 NONE FUNC netapi32.dll NetWkstaGetInfo
2   0x004c2518 NONE FUNC netapi32.dll NetApiBufferFree
1   0x004c2520 NONE FUNC advapi32.dll ConvertStringSecurityDescriptorToSecurityDescriptorW
2   0x004c2524 NONE FUNC advapi32.dll RegQueryValueExW
3   0x004c2528 NONE FUNC advapi32.dll AdjustTokenPrivileges
4   0x004c252c NONE FUNC advapi32.dll GetTokenInformation
5   0x004c2530 NONE FUNC advapi32.dll ConvertSidToStringSidW
6   0x004c2534 NONE FUNC advapi32.dll LookupPrivilegeValueW
7   0x004c2538 NONE FUNC advapi32.dll RegCloseKey
8   0x004c253c NONE FUNC advapi32.dll OpenProcessToken
